id,estado,faixa_etaria,genero,classe_economica,usa_internet,horas_por_dia,recebeu_mensagem_estranha,clicou_link_suspeito,compartilhou_dados_pessoais,recebeu_cyberbullying,viu_conteudo_inapropriado,recebeu_golpe,usa_senha_forte,verifica_privacidade,fala_com_responsavel,tem_antivirus,sabe_reconhecer_golpe,usa_youtube,usa_tiktok,usa_instagram,usa_whatsapp,usa_discord,usa_twitch,usa_facebook,usa_telegram,usa_snapchat,tipo_golpe_sofreu,interesse_seguranca,score_conhecimento,risco_total,perfil_risco
1295,PA,7-8 anos,Feminino,C,1,4.194333143050392,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,Nenhum,Muito alto,79.43668064918653,1,MÉDIO
1296,SP,13-14 anos,Feminino,C,1,4.661342285769905,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,Nenhum,Alto,70.12812750708055,1,MÉDIO
1297,SP,13-14 anos,Masculino,B1,1,6.311108716576905,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,Nenhum,Médio,21.379225535371653,2,ALTO
1298,SP,9-10 anos,Masculino,C,1,8.61133775623253,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,Nenhum,Muito alto,27.987614152015887,1,MÉDIO
1299,PR,9-10 anos,Feminino,B1,1,7.650009309891278,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,Nenhum,Muito alto,54.22315407872955,0,BAIXO
1300,CE,13-14 anos,Masculino,C,1,3.055329992367624,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,Nenhum,Alto,31.538939816005374,3,ALTO
1301,SP,11-12 anos,Feminino,D/E,1,1.1148588571251872,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,Nenhum,Muito alto,1.004871776486435,3,CRÍTICO
1302,SC,15-16 anos,Masculino,B2,1,9.719228518200207,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,Nenhum,Alto,15.745174304886202,2,ALTO
1303,SP,15-16 anos,Feminino,C,1,9.537983223318907,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,Nenhum,Muito alto,5.807062720331161,1,MÉDIO
1304,RS,15-16 anos,Feminino,D/E,1,5.376907192858566,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Nenhum,Muito alto,26.552620759269203,2,ALTO
1305,CE,11-12 anos,Masculino,C,1,2.459023508836357,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Médio,1.0072301189250217,0,MÉDIO
1306,PA,15-16 anos,Masculino,D/E,1,6.926453067787879,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,Nenhum,Alto,32.75108953169654,2,ALTO
1307,CE,13-14 anos,Masculino,C,0,4.78403262797478,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,Nenhum,Médio,28.673836123121095,1,MÉDIO
1308,PA,11-12 anos,Masculino,D/E,1,4.774037753786779,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,Nenhum,Médio,54.35243322982874,2,MÉDIO
1309,RJ,7-8 anos,Feminino,A,1,6.788917686210258,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,Nenhum,Alto,39.872476510807836,2,ALTO
1310,PA,7-8 anos,Feminino,B1,1,5.668749493746597,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,Nenhum,Alto,22.537102876970955,0,MÉDIO
1311,SP,13-14 anos,Masculino,B2,1,2.6283701779701096,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Muito alto,54.934285518208966,1,MÉDIO
1312,PA,13-14 anos,Feminino,C,1,4.350516129836052,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,Nenhum,Muito baixo,24.708342992646916,2,ALTO
1313,RS,11-12 anos,Feminino,D/E,1,6.322305857322693,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,Nenhum,Muito baixo,52.47674534067735,1,MÉDIO
1314,PA,13-14 anos,Masculino,B2,0,6.020504444810037,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,Nenhum,Muito alto,26.06727435464654,2,ALTO
1315,BA,11-12 anos,Masculino,C,0,5.524033148716952,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,Nenhum,Médio,29.97214316792047,2,ALTO
1316,PR,13-14 anos,Feminino,C,1,6.866845908951729,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,Nenhum,Muito baixo,68.61543560127575,1,MÉDIO
1317,RS,11-12 anos,Feminino,C,1,4.27656602436547,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,Nenhum,Alto,16.67324088842215,1,MÉDIO
1318,CE,15-16 anos,Feminino,B2,1,5.3573395504381445,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,Nenhum,Médio,48.91381979387403,3,MÉDIO
1319,SP,15-16 anos,Feminino,C,1,0.5,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,Nenhum,Baixo,26.866182290768908,2,ALTO
1320,SP,13-14 anos,Masculino,B2,0,4.100699612314372,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,Nenhum,Alto,0.0,1,MÉDIO
1321,RJ,11-12 anos,Feminino,B1,1,6.527805817151289,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,Nenhum,Médio,24.73976821065593,1,MÉDIO
1322,SP,11-12 anos,Feminino,D/E,1,4.219211065765715,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,Nenhum,Muito alto,43.12370999379463,0,MÉDIO
1323,PA,15-16 anos,Feminino,B1,1,4.067545216565776,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,Nenhum,Médio,18.541066628395896,0,MÉDIO
1324,SP,11-12 anos,Masculino,A,1,2.917094096450363,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,Nenhum,Médio,46.49275321450004,0,MÉDIO
1325,SC,11-12 anos,Masculino,D/E,0,7.006731785458291,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,Nenhum,Alto,54.31655235301942,2,MÉDIO
1326,RJ,9-10 anos,Masculino,B2,1,6.096926547081141,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Nenhum,Muito alto,77.13533062721223,4,MÉDIO
1327,SP,13-14 anos,Feminino,C,1,6.650829195646169,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Baixo,3.578218663452435,2,ALTO
1328,CE,13-14 anos,Masculino,B2,1,1.5475720760842209,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,Nenhum,Médio,29.526140900279344,0,MÉDIO
1329,PE,15-16 anos,Masculino,B2,1,4.6790999134687326,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,Nenhum,Alto,37.0393458432843,2,ALTO
1330,BA,11-12 anos,Masculino,B2,1,4.439777984499988,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,Nenhum,Alto,42.40664579496551,2,MÉDIO
1331,RS,11-12 anos,Masculino,B2,1,4.438856586802895,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Nenhum,Baixo,20.69084085224815,1,MÉDIO
1332,CE,15-16 anos,Feminino,C,1,3.7679449125640883,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,Nenhum,Alto,31.678082450688343,2,ALTO
1333,RJ,15-16 anos,Feminino,C,1,4.307791456439969,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,Nenhum,Muito alto,74.07783834454811,2,MÉDIO
1334,SC,11-12 anos,Feminino,C,1,6.699289565413304,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,Nenhum,Muito alto,52.40713332571431,1,MÉDIO
1335,SC,13-14 anos,Masculino,D/E,1,1.1742972933043414,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,Nenhum,Médio,69.0195553980412,1,MÉDIO
1336,PE,11-12 anos,Feminino,A,1,8.554589536060908,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,Nenhum,Médio,100.0,3,MÉDIO
1337,SP,15-16 anos,Masculino,C,1,5.967682250052923,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,Roubo de conta,Alto,55.234540341262765,4,MÉDIO
1338,PE,9-10 anos,Masculino,C,1,4.915336208679575,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,Nenhum,Baixo,24.359801089745726,2,ALTO
1339,SP,15-16 anos,Masculino,D/E,1,6.813668292745852,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Médio,2.139511193639179,2,ALTO
1340,SP,13-14 anos,Masculino,A,1,2.09633050966313,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,Nenhum,Médio,26.46933281431003,2,ALTO
1341,RJ,13-14 anos,Masculino,C,1,3.670598189697972,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,Phishing,Médio,29.095295212367525,3,CRÍTICO
1342,BA,7-8 anos,Feminino,D/E,1,4.757849135218892,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Extorsão,Médio,0.0,1,MÉDIO
1343,PA,13-14 anos,Feminino,B2,1,7.731120740864355,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,Nenhum,Alto,91.80450367288154,0,BAIXO
1344,CE,13-14 anos,Feminino,D/E,1,4.907006837746884,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,Nenhum,Alto,27.00613000562066,1,MÉDIO
1345,CE,9-10 anos,Masculino,A,1,5.900109342370293,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,Nenhum,Muito alto,29.432365914859197,2,ALTO
1346,MG,13-14 anos,Masculino,C,0,3.8208420081277445,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,Nenhum,Alto,34.53073156718977,1,MÉDIO
1347,MG,15-16 anos,Masculino,D/E,0,5.973684137934982,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,Nenhum,Alto,75.53335995894213,3,MÉDIO
1348,MG,13-14 anos,Feminino,C,1,8.354479185948914,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,Nenhum,Médio,21.313161263349986,2,ALTO
1349,SC,15-16 anos,Feminino,C,1,6.991053383348229,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,Nenhum,Muito alto,24.274379080942634,3,CRÍTICO
1350,SP,7-8 anos,Feminino,A,1,4.837088024444241,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,Nenhum,Baixo,49.83642068260613,0,MÉDIO
1351,PA,13-14 anos,Masculino,D/E,1,6.350981694530939,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,Nenhum,Alto,23.860064031667214,1,MÉDIO
1352,RS,9-10 anos,Feminino,C,1,6.155033909214423,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,Nenhum,Baixo,51.931906995626896,2,MÉDIO
1353,MG,13-14 anos,Masculino,A,1,6.013175343394551,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,Nenhum,Alto,85.75282920337153,3,MÉDIO
1354,CE,15-16 anos,Feminino,C,1,7.223906721720818,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,Nenhum,Muito alto,31.440705636931128,1,MÉDIO
1355,BA,13-14 anos,Feminino,C,1,7.208955407674933,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Fake giveaway,Médio,16.92351561719003,2,ALTO
1356,PA,7-8 anos,Feminino,B1,1,4.745682806250231,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Baixo,0.0,1,MÉDIO
1357,SC,11-12 anos,Feminino,B2,1,6.283758122955538,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,Phishing,Médio,16.921945223921497,4,CRÍTICO
1358,MG,13-14 anos,Masculino,A,1,4.233810157680413,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,Nenhum,Alto,21.431049334053565,2,ALTO
1359,RJ,13-14 anos,Feminino,C,1,3.153855207368845,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Nenhum,Alto,70.94987997466117,1,MÉDIO
1360,PR,15-16 anos,Feminino,C,1,4.4610124885920275,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,Nenhum,Muito baixo,24.355189439773913,1,MÉDIO
1361,SC,15-16 anos,Masculino,C,1,4.847443696520835,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,Nenhum,Médio,24.122761728498343,1,MÉDIO
1362,SP,13-14 anos,Masculino,D/E,1,1.676838021644016,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,Nenhum,Alto,24.19156760021313,3,CRÍTICO
1363,PR,11-12 anos,Masculino,D/E,1,6.720665118833441,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,Nenhum,Baixo,58.57138823678997,1,MÉDIO
1364,PR,11-12 anos,Masculino,C,1,0.5,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,Nenhum,Muito alto,55.22334292127522,2,MÉDIO
1365,CE,9-10 anos,Masculino,A,1,10.429633878972643,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,Nenhum,Alto,0.0,0,MÉDIO
1366,SP,11-12 anos,Feminino,C,1,8.003758267592637,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,Nenhum,Alto,26.8640912363535,1,MÉDIO
1367,CE,13-14 anos,Masculino,C,1,4.477982551655373,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,Nenhum,Muito alto,33.00326512499794,1,MÉDIO
1368,SC,13-14 anos,Masculino,C,0,5.018852721127547,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,Nenhum,Alto,18.03739793549571,1,MÉDIO
1369,SP,13-14 anos,Feminino,C,1,5.605943747174567,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,Nenhum,Alto,0.0,2,ALTO
1370,RJ,7-8 anos,Feminino,B2,1,3.821679224022116,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,Nenhum,Médio,51.753730707547994,1,MÉDIO
1371,SC,11-12 anos,Feminino,D/E,0,5.385238295173873,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,Extorsão,Médio,70.95044154173384,2,MÉDIO
1372,SP,9-10 anos,Masculino,B1,1,4.712000044596678,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,Nenhum,Alto,0.0,1,MÉDIO
1373,PA,9-10 anos,Feminino,C,1,4.811454565538068,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,Nenhum,Muito alto,22.263281973941016,2,ALTO
1374,BA,15-16 anos,Feminino,A,1,5.362922126961277,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,Nenhum,Muito alto,48.742152493756784,1,MÉDIO
1375,RJ,7-8 anos,Masculino,D/E,1,2.3729444032920113,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,Nenhum,Médio,54.95084697447681,0,BAIXO
1376,PA,13-14 anos,Masculino,B1,1,5.079139448267297,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,Nenhum,Muito alto,41.063495096129174,1,MÉDIO
1377,BA,9-10 anos,Feminino,B1,1,5.326895493234955,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,Nenhum,Médio,52.08235680213476,3,MÉDIO
1378,BA,15-16 anos,Feminino,B2,1,5.257699242711829,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,Nenhum,Médio,48.02034052731705,1,MÉDIO
1379,MG,13-14 anos,Feminino,B2,1,4.568338489127691,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,Nenhum,Médio,52.05447287961872,1,MÉDIO
1380,PR,11-12 anos,Feminino,B2,1,7.2757155519387435,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,Nenhum,Alto,58.253613492456125,1,MÉDIO
1381,SP,13-14 anos,Feminino,C,1,4.2926948902368975,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,Nenhum,Muito alto,45.63296241057471,1,MÉDIO
1382,MG,15-16 anos,Feminino,C,1,5.454651813646381,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Malware,Alto,5.657138721975043,2,ALTO
1383,SC,15-16 anos,Masculino,A,1,7.594595067851092,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,Nenhum,Alto,27.30856404106236,1,MÉDIO
1384,RJ,11-12 anos,Masculino,B2,1,4.841247719959376,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Nenhum,Muito baixo,0.0,0,MÉDIO
1385,PE,15-16 anos,Masculino,D/E,1,5.428926534935103,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Nenhum,Alto,2.8632946555118433,0,MÉDIO
1386,RJ,15-16 anos,Feminino,C,1,4.8072307273702055,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Alto,3.868553733196301,2,ALTO
1387,CE,15-16 anos,Feminino,C,1,7.474739587127198,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,Nenhum,Baixo,46.00870617955822,3,MÉDIO
1388,SP,13-14 anos,Feminino,C,1,4.484550876827409,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,Nenhum,Muito alto,43.778747036402,0,MÉDIO
1389,SC,13-14 anos,Masculino,B2,0,7.566709154576412,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,Nenhum,Baixo,44.138122958153474,0,MÉDIO
1390,BA,13-14 anos,Feminino,B1,1,4.792824210705871,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Nenhum,Alto,0.0,2,ALTO
1391,RJ,15-16 anos,Masculino,B2,1,3.2810805531039664,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,Nenhum,Alto,21.535849640350346,1,MÉDIO
1392,SP,13-14 anos,Masculino,D/E,1,6.358746341148242,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,Malware,Muito alto,2.856963123202024,2,ALTO
1393,SP,13-14 anos,Feminino,D/E,1,4.390664332488688,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,Roubo de conta,Alto,2.731984920809718,4,CRÍTICO
1394,BA,13-14 anos,Feminino,C,1,6.241001798198326,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,Nenhum,Alto,51.040254734926734,1,MÉDIO
1395,RJ,15-16 anos,Feminino,A,1,0.5,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,Nenhum,Alto,54.769245886039045,1,MÉDIO
1396,PA,15-16 anos,Masculino,B1,1,5.010410523789893,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,Nenhum,Muito alto,0.0,4,CRÍTICO
1397,MG,9-10 anos,Feminino,B2,1,4.080789402485039,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,Nenhum,Muito alto,52.106730834116306,3,MÉDIO
1398,RJ,15-16 anos,Masculino,C,1,2.873482626937444,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,Nenhum,Médio,27.437703766274293,1,MÉDIO
1399,PR,13-14 anos,Masculino,A,1,3.8935179963204014,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,Nenhum,Muito alto,47.967455641429964,0,MÉDIO
1400,CE,15-16 anos,Feminino,D/E,1,3.8525937114146966,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,Extorsão,Muito alto,19.493534293399875,3,CRÍTICO
1401,SP,13-14 anos,Feminino,B2,1,4.904028410298838,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,Nenhum,Muito baixo,68.86227754122125,2,MÉDIO
1402,SP,11-12 anos,Feminino,D/E,1,2.2653470774300883,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,Nenhum,Médio,100.0,0,BAIXO
1403,SP,15-16 anos,Masculino,D/E,1,5.632547560519427,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,Nenhum,Muito alto,19.916791777653813,2,ALTO
1404,CE,11-12 anos,Feminino,D/E,1,7.7324295704115755,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,Nenhum,Alto,30.039761561907113,1,MÉDIO
1405,PE,15-16 anos,Masculino,C,1,5.561856993895653,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,Roubo de conta,Médio,32.43954531934608,1,MÉDIO
1406,BA,13-14 anos,Feminino,C,1,6.617977218458018,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,Nenhum,Médio,46.549235245636496,1,MÉDIO
1407,PA,13-14 anos,Masculino,C,1,7.189124909227591,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Nenhum,Médio,26.280354411636523,2,ALTO
1408,PA,11-12 anos,Masculino,C,1,7.472979024368353,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,Nenhum,Médio,23.29401750939645,1,MÉDIO
1409,RS,13-14 anos,Feminino,C,1,8.74027738564261,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,Malware,Muito alto,47.901871775856414,2,MÉDIO
1410,PA,11-12 anos,Feminino,D/E,1,4.00159600344814,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,Nenhum,Alto,33.85430460244439,1,MÉDIO
1411,SP,7-8 anos,Masculino,C,1,3.563032029677767,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,Nenhum,Alto,54.36418751026655,1,MÉDIO
1412,SP,11-12 anos,Masculino,D/E,1,6.56693129664947,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,Nenhum,Baixo,49.32954324089468,2,MÉDIO
1413,RJ,7-8 anos,Feminino,D/E,1,6.4165324393148,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,Nenhum,Alto,54.07382389900231,0,BAIXO
1414,SP,15-16 anos,Masculino,B2,1,6.5513505992313785,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,Nenhum,Médio,32.332018498783945,2,ALTO
1415,RS,15-16 anos,Masculino,B1,1,8.778564908500504,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,Nenhum,Médio,23.031099502787587,2,ALTO
1416,SC,11-12 anos,Masculino,C,1,5.022739817596988,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,Nenhum,Muito alto,79.25822285374446,2,MÉDIO
1417,SP,15-16 anos,Masculino,C,1,5.852313119292369,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Muito alto,20.38472998166223,0,MÉDIO
1418,SP,11-12 anos,Feminino,D/E,1,3.03922349703305,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,Social engineering,Médio,46.60760343201886,4,MÉDIO
1419,BA,13-14 anos,Feminino,C,1,9.270642247951915,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,Nenhum,Alto,76.52306908882936,1,MÉDIO
1420,SC,15-16 anos,Feminino,C,1,4.326910157581778,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,Nenhum,Alto,50.06313323926538,2,MÉDIO
1421,RJ,15-16 anos,Feminino,C,1,4.38356814367834,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,Nenhum,Muito baixo,49.59950066952143,2,MÉDIO
1422,BA,13-14 anos,Masculino,A,1,4.306500217983515,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,Nenhum,Alto,78.83926990016465,1,MÉDIO
1423,SP,15-16 anos,Masculino,C,0,3.7102082827113243,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,Phishing,Alto,49.29850732786415,3,MÉDIO
1424,SP,11-12 anos,Masculino,D/E,1,3.5411259023047013,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,Nenhum,Médio,55.007385067311446,1,MÉDIO
1425,SC,15-16 anos,Masculino,B1,1,3.95259143422095,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,Nenhum,Muito alto,78.34831976552377,2,MÉDIO
1426,SC,7-8 anos,Masculino,C,1,2.2684081438981107,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,Nenhum,Alto,50.42075526103584,0,BAIXO
1427,SP,13-14 anos,Feminino,C,1,3.4293641594735234,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Nenhum,Alto,48.83308160292539,2,MÉDIO
1428,SC,13-14 anos,Feminino,B1,1,8.897926222895238,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,Nenhum,Alto,75.03205952083897,0,BAIXO
1429,PR,13-14 anos,Masculino,B1,1,6.471310287282737,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,Nenhum,Médio,44.42879122493845,1,MÉDIO
1430,PA,9-10 anos,Feminino,D/E,1,6.851808353455436,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,Nenhum,Muito baixo,23.648819630050138,2,ALTO
1431,BA,15-16 anos,Feminino,B2,1,7.35441757483383,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,Nenhum,Muito baixo,19.506099009001815,1,MÉDIO
1432,BA,9-10 anos,Feminino,B2,1,8.66826912872478,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Nenhum,Médio,2.209951613181207,2,ALTO
1433,BA,13-14 anos,Feminino,B1,0,1.457154897112312,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,Nenhum,Médio,0.0,2,ALTO
1434,PE,11-12 anos,Feminino,C,1,2.540233769426919,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,Nenhum,Alto,17.44679560229047,1,MÉDIO
